"id","date","price","product","source"
"104263","15/11/2010","3670","Butter","ZuivelNL"
"104264","22/11/2010","3630","Butter","ZuivelNL"
"104265","29/11/2010","3610","Butter","ZuivelNL"
"104266","6/12/2010","3600","Butter","ZuivelNL"
"104267","13/12/2010","3600","Butter","ZuivelNL"
"104268","20/12/2010","3600","Butter","ZuivelNL"
"104269","3/1/2011","3620","Butter","ZuivelNL"
"104270","10/1/2011","3680","Butter","ZuivelNL"
"104271","17/1/2011","3720","Butter","ZuivelNL"
"104272","24/1/2011","3760","Butter","ZuivelNL"
"104273","31/1/2011","3820","Butter","ZuivelNL"
"104274","14/2/2011","3980","Butter","ZuivelNL"
"104275","21/2/2011","4060","Butter","ZuivelNL"
"104276","28/2/2011","4120","Butter","ZuivelNL"
"104277","7/3/2011","4150","Butter","ZuivelNL"
"104278","14/3/2011","4150","Butter","ZuivelNL"
"104279","21/3/2011","4150","Butter","ZuivelNL"
"104280","28/3/2011","4120","Butter","ZuivelNL"
"104281","4/4/2011","4100","Butter","ZuivelNL"
"104282","11/4/2011","4050","Butter","ZuivelNL"
"104283","18/4/2011","4020","Butter","ZuivelNL"
"104284","25/4/2011","4000","Butter","ZuivelNL"
"104285","2/5/2011","3930","Butter","ZuivelNL"
"104286","9/5/2011","3930","Butter","ZuivelNL"
"104287","16/5/2011","3960","Butter","ZuivelNL"
"104288","23/5/2011","4030","Butter","ZuivelNL"
"104289","30/5/2011","4090","Butter","ZuivelNL"
"104290","6/6/2011","4140","Butter","ZuivelNL"
"104291","13/6/2011","4190","Butter","ZuivelNL"
"104292","20/6/2011","4240","Butter","ZuivelNL"
"104293","27/6/2011","4240","Butter","ZuivelNL"
"104294","4/7/2011","4240","Butter","ZuivelNL"
"104295","11/7/2011","4220","Butter","ZuivelNL"
"104296","18/7/2011","4180","Butter","ZuivelNL"
"104297","25/7/2011","4140","Butter","ZuivelNL"
"104298","1/8/2011","4080","Butter","ZuivelNL"
"104299","8/8/2011","4000","Butter","ZuivelNL"
"104300","15/8/2011","4000","Butter","ZuivelNL"
"104301","22/8/2011","4000","Butter","ZuivelNL"
"104302","29/8/2011","4000","Butter","ZuivelNL"
"104303","5/9/2011","4000","Butter","ZuivelNL"
"104304","12/9/2011","4020","Butter","ZuivelNL"
"104305","26/9/2011","4030","Butter","ZuivelNL"
"104306","3/10/2011","4030","Butter","ZuivelNL"
"104307","10/10/2011","4000","Butter","ZuivelNL"
"104308","17/10/2011","3940","Butter","ZuivelNL"
"104309","24/10/2011","3870","Butter","ZuivelNL"
"104310","31/10/2011","3810","Butter","ZuivelNL"
